source.name	sequenceID	gb_length	genotype	subtype	gb_isolate	who_country.display_name	gb_pubmed_id
tehd-ncbi-curated	AB204592	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204593	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204594	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204595	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204596	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204597	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204598	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204599	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204600	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204601	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204602	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204603	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204604	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204605	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204606	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204607	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204608	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204609	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204610	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204611	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204612	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204613	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204614	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204615	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204616	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204617	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204618	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204619	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204620	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204621	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204622	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204623	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204624	338	1	b	-	-	16530512
tehd-ncbi-curated	AB204625	338	1	a	-	-	16530512
tehd-ncbi-curated	AB204626	338	1	a	-	-	16530512
tehd-ncbi-curated	AB204627	338	1	a	-	-	16530512
tehd-ncbi-curated	AB204628	338	1	a	-	-	16530512
tehd-ncbi-curated	AB204629	338	1	a	-	-	16530512
tehd-ncbi-curated	AB204630	338	1	a	-	-	16530512
tehd-ncbi-curated	AB204631	338	1	a	-	-	16530512
tehd-ncbi-curated	AB204632	338	1	a	-	-	16530512
tehd-ncbi-curated	AB204633	338	1	a	-	-	16530512
tehd-ncbi-curated	AB204634	338	1	a	-	-	16530512
tehd-ncbi-curated	AB204635	338	1	a	-	-	16530512
tehd-ncbi-curated	AB204636	338	1	a	-	-	16530512
tehd-ncbi-curated	AB204637	338	1	a	-	-	16530512
tehd-ncbi-curated	AB204638	338	1	a	-	-	16530512
tehd-ncbi-curated	AB204639	338	1	a	-	-	16530512
tehd-ncbi-curated	AB204640	338	1	a	-	-	16530512
tehd-ncbi-curated	AB204641	338	1	a	-	-	16530512
tehd-ncbi-curated	AB204642	338	1	a	-	-	16530512
